#_Constructed_from_biom_file																																																
#OTU_ID	CC-1_000000000-C9YP3	CC-2_000000000-C9YP3	CC-3_000000000-C9YP3	CC-5_000000000-C9YP3	CC-6_000000000-C9YP3	CC-7_000000000-C9YP3	CC-8_000000000-C9YP3	CM-1_000000000-C9YP3	CM-2_000000000-C9YP3	CM-3_000000000-C9YP3	CM-4_000000000-C9YP3	CM-5_000000000-C9YP3	CM-6_000000000-C9YP3	CM-7_000000000-C9YP3	CM-8_000000000-C9YP3	CN-1_000000000-C9YP3	CN-2_000000000-C9YP3	CN-3_000000000-C9YP3	CN-4_000000000-C9YP3	CN-5_000000000-C9YP3	CN-6_000000000-C9YP3	CN-7_000000000-C9YP3	CN-8_000000000-C9YP3	LC-1_000000000-C9YP3	LC-2_000000000-C9YP3	LC-3_000000000-C9YP3	LC-4_000000000-C9YP3	LC-5_000000000-C9YP3	LC-6_000000000-C9YP3	LC-7_000000000-C9YP3	LC-8_000000000-C9YP3	LM-1_000000000-C9YP3	LM-2_000000000-C9YP3	LM-3_000000000-C9YP3	LM-4_000000000-C9YP3	LM-5_000000000-C9YP3	LM-6_000000000-C9YP3	LM-7_000000000-C9YP3	LM-8_000000000-C9YP3	LN-1_000000000-C9YP3	LN-2_000000000-C9YP3	LN-3_000000000-C9YP3	LN-4_000000000-C9YP3	LN-5_000000000-C9YP3	LN-6_000000000-C9YP3	LN-7_000000000-C9YP3	LN-8_000000000-C9YP3	taxonomy
2cb96b650bbff922328d4fc02f0767c5	879	607	1544	543	877	391	681	0	0	0	0	0	0	0	0	844	3971	2589	1150	5301	3780	414	5093	841	283	960	267	1145	91	596	376	0	0	0	0	0	0	0	0	3609	3505	3515	1050	7987	6663	1812	5967	Bacteria;FBP;uncultured_bacterium;uncultured_bacterium;uncultured_bacterium;uncultured_bacterium;uncultured_bacterium
2ce67826ae95526269f2b25b2e3d2dd5	37	0	0	0	15	0	0	0	99	8	0	15	0	0	108	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus
2d072bffb1597b2d7b3c29c25273a122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	65	0	68	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Brevibacillus
2dcdaf2aed2d2f43b6f310f94e9b061b	31	0	0	0	0	20	0	0	102	223	41	138	39	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	59	0	0	0	0	0	15	0	0	0	0	0	0	Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Cohnella
2eebc4ad62f046fdfe7c47afaab3a449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	50	19	17	55	35	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	15	29	0	34	52	0	59	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Polaromonas
2f27408adfa8fc2e33fc86a0b5be27df	0	26	14	0	318	109	79	112	395	59	50	44	24	151	217	14	12	0	0	25	0	60	0	0	0	0	0	0	0	7	6	0	60	0	0	0	29	0	47	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;Tumebacillus
302af1bdbe8b946b7f89a19bdff93cbd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	111	84	49	201	122	41	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	168	199	59	220	257	244	319	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae
31c5d6d689fe24ec7157fa1c0783fbd4	109	116	46	49	999	0	44	1179	6064	1009	27	13027	5507	830	57	196	80	46	40	0	0	0	32	0	6	0	0	0	0	0	0	11	16	405	3262	1953	7683	94	30	0	12	0	353	76	77	8	21	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Methylobacterium
32d56f6ce5fe51c0254c7475004a6fc5	40	0	0	0	0	0	0	13	21	35	5	30	0	21	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	12	0	11	25	0	4	3	0	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;uncultured;uncultured_bacterium
33b40ed5364968a1f04c1390577961da	0	0	0	0	0	803	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia
33cb44a3055356bc127f3c0a29e17bf3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	22	0	9	20	18	88	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	26	30	0	27	18	16	66	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiales_Incertae_Sedis;uncultured;uncultured_bacterium
33d58ba6157af2b839a6431fb6d699d9	16	0	0	0	0	0	0	0	35	0	0	49	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	16	0	0	0	29	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Ambiguous_taxa
363295e47e381382ce7096b4f5fd83b7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	193	121	91	512	179	240	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	641	558	217	909	942	785	1854	Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Dyadobacter
3647f84802ba21cd1473a162d02ae590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	434	0	438	0	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia
36dbe8ae449b0dfe7377f12ba36190e1	88	0	0	0	0	8285	0	0	0	0	0	241	0	19260	0	0	0	381	0	2143	0	0	385	0	172	0	0	0	0	0	0	0	9745	0	0	0	0	681	0	0	681	0	0	1014	0	762	0	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia
37e21e53b23facaeda833b09cfe33e0c	0	23	0	0	13	95	18	791	573	393	134	1571	256	284	455	0	9	0	0	24	20	0	0	0	0	0	0	0	0	10	0	734	399	238	910	0	481	66	219	0	0	0	10	0	20	0	13	Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus
383279f128f7d4d3c877b05ac005c518	472	114	250	239	210	240	656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	225	72	64	106	58	253	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Brucellaceae;Ochrobactrum
38ca9a3eb1ff1868f5a33128ce374c8e	0	0	0	0	0	0	0	0	0	0	0	0	0	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Ambiguous_taxa
38f24c5f859eecd6e0a5041354c06a05	0	0	0	0	0	0	0	259	0	529	0	715	389	0	0	0	0	0	0	0	0	0	0	14	0	0	0	29	0	0	0	407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Ambiguous_taxa
3a0c1321ebad1dfbd01b70a09aa6e30b	24274	7908	13058	15289	16039	7506	33847	6	7432	0	2535	24161	25	35	0	937	850	574	298	1975	456	5269	2792	10755	12139	14285	5771	15402	3175	8678	7021	0	2	0	0	9	0	44	0	489	570	956	405	1032	2031	2068	2182	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Chryseobacterium
3a90306f34ff71903ed9d9638df68787	48	0	11	0	137	129	111	63	164	38	0	218	102	74	214	16	21	5	6	38	0	45	0	0	0	0	0	0	0	0	0	144	72	80	178	27	345	20	44	0	16	0	8	0	19	0	52	Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Brevibacillus
3ae3338d9025ca2ab7980b808fd685ba	0	0	0	0	258	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia
3b0582815b15581415b560d363d06b30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	8	0	14	6	0	0	0	0	0	0	0	0	0	3	311	0	0	0	0	0	0	0	0	0	9	6	0	18	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Asticcacaulis
3b7292b493b20d02427f2d8b4214381c	50	19	0	16	30	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	30	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;uncultured;uncultured_bacterium
3c69931f3a4f73948ab67a1249678525	1608	797	1421	1217	1524	1967	1228	0	0	0	0	25	13	0	0	0	0	0	0	0	0	0	0	619	1170	1171	566	993	457	1908	490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Variovorax;Ambiguous_taxa
3e76381319d4a2c1519ec1657bb797dc	0	0	6	0	0	54	0	40	83	63	0	0	11	99	49	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	17	11	8	Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus
3eeb36a0fcdcc482483ccec77f54b4ed	0	0	0	0	0	44	0	0	0	0	0	45	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	65	101	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus
3f2b31d8425e56d9c415712df0b4dd64	0	0	0	0	0	52	0	46	73	126	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	94	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Cohnella
3f6d0e72dc8e4adbcb0fa9daefcbda78	383	68	86	142	86	19	173	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	261	323	161	74	183	42	216	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria
3fdc0344362530e0e2fe89d7cafc7aea	0	35	0	0	0	75	0	58	52	0	0	34	29	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus
4141285c482c76c7eb8344370cc00e34	413	133	100	102	119	52	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	421	190	194	59	233	33	100	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Haloferula
419363d6c01e0530014c2969b7098bbe	151	58	91	79	99	75	228	19	0	0	0	0	0	0	0	0	0	4	0	10	0	0	0	35	29	48	40	105	34	74	73	0	0	0	0	0	0	0	0	0	6	0	0	5	4	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingopyxis
421a02b5b7bb23f9c3ad1a8a4ef1b8e6	147	0	0	0	113	37	0	13	40	0	0	132	0	0	78	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0	26	0	0	0	0	374	0	Bacteria;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;Tumebacillus;uncultured_bacterium
426c48a8157cf1c183bf9c4efcb40c8b	33	0	0	0	83	0	68	0	291	60	0	69	118	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	1495	71	0	0	145	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Brevibacillus
42fbddad8a098579cf2412325c7aaaa9	262	216	93	368	482	152	226	0	0	0	0	0	0	0	0	324	538	597	214	2194	334	446	804	103	20	28	0	12	0	49	18	0	0	0	0	0	0	0	0	591	543	858	294	1745	1003	1832	3322	Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;Arthrobacter;Ambiguous_taxa
43843149858a4e9e6636f6f793a05071	132	28	30	6	35	33	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	30	26	7	24	4	19	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Spirosoma
4386b5b1373b2834bef611d36ec2fbdd	0	0	0	0	0	0	0	0	52	0	0	23	18	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Ammoniphilus
43ff1a45c1d9bb8b0aabcd1ab0936740	0	0	0	0	0	0	0	0	107	0	0	0	0	16	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	11	Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Cohnella
44f72073c84d583c85e1e0e2d28ce3ab	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	108	Bacteria;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;Tumebacillus
45040e788a2d2b80fd0b6bc7e7022c14	0	0	0	65	0	0	0	0	0	0	0	1012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	169	0	0	0	0	0	0	0	0	0	60	0	0	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia
450f007967700732b3c009fa505a3932	0	0	0	0	82	48	0	0	26	0	0	0	0	0	33	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Ammoniphilus
46cdda57387f7024d8480007b4a5be6e	0	0	0	0	0	0	0	0	0	685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia
47082eb92759c2179725fe69f11672c5	80	14	35	57	85	67	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	72	25	17	15	10	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Variovorax
4715d00a2315b24a3fcc1b66ae839a94	469	0	0	17	5	0	0	0	260	236	13	10	0	363	324	0	0	0	0	4	0	0	0	8	0	0	0	0	0	0	0	4	0	0	41	0	8	8	0	0	0	4	15	0	0	0	102	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Methylobacterium
4753b14aa456e99b22308443351b35f3	0	0	0	0	90	78	0	0	0	103	58	52	52	80	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	208	101	0	0	76	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus
47580641412453a5de37b51e4b9a0ab0	0	0	0	0	0	453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides
47b9b5aaf3fb157cea06b791bf0c4509	80	52	98	82	64	92	100	0	0	0	0	0	0	0	0	1362	0	0	0	0	0	0	0	50	63	37	27	39	23	76	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium
47e552b42fd938087a684faaf34f4e76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
47e7a677c3223be7b5bd3143f7ff8d2a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2656	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia
480f23eeb44fd86619fb33a156c64c28	0	0	0	0	65	72	69	84	43	61	57	0	42	93	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	160	87	55	0	81	33	41	0	0	15	0	0	0	0	21	Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus
489697249940e51ad2b8efe81697c89d	0	0	0	0	0	0	0	0	42	0	66	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	15	98	0	0	0	0	0	0	0	0	0	0	4	0	0	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Archangiaceae;Anaeromyxobacter
48f7c22dd1f0307b781d437f64e27854	7	0	0	0	0	0	0	130	0	955	0	0	491	0	0	0	0	0	0	0	0	0	0	0	0	11	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus
4900078ae4cbbd7ed71822e4b6f1032b	699	228	507	377	332	299	519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	230	273	126	103	52	230	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Microbacterium
49ce0ea4d148485ecac23b6238ed07d8	10	0	0	16	0	157	75	0	83	40	0	199	10	20	134	14	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	12	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus
4c4aba24735d4d2bd63ff53b5e034f60	65	0	18	51	335	409	102	101	563	55	118	346	132	258	229	0	0	16	0	45	0	39	60	0	16	0	0	0	0	49	0	125	155	167	85	388	121	0	226	22	33	38	0	0	0	135	0	Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus
4c7a497eca1fa3081f152adbbce602fb	123	115	267	257	137	158	181	0	0	0	0	14	0	14	0	0	0	0	0	0	0	0	0	69	334	260	144	323	99	302	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Delftia
4cff42089d627fd17b18fb8c6a43ddae	24	0	0	0	0	58	0	0	0	55	0	0	23	52	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	26	48	0	0	40	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus
4d4093e2fc1402de5b4614d2fd6ea06f	0	0	0	0	0	39	0	583	0	0	0	85	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	22	0	0	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter
4dd2738ce50393908f5b5e056d652c3a	23	14	0	0	66	0	27	127	255	76	0	72	82	148	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	80	157	97	0	0	209	0	0	0	0	0	32	0	0	0	130	Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Brevibacillus
4e9993b2a08cc119e02fb339b68cc9a1	48	14	0	0	0	167	43	71	134	15	31	240	57	112	91	18	0	0	11	32	18	26	0	0	0	27	0	12	0	24	0	261	253	0	0	0	123	40	64	51	0	43	27	56	25	30	65	Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus
5054de29d6c0f55e52355405b3957e22	33	0	0	26	52	51	0	21	37	17	95	49	0	108	107	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	45	65	80	36	80	23	0	73	30	0	0	7	18	40	35	0	Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Cohnella
5248017cbac7ce3fe46738e046a6d029	0	0	0	0	0	0	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia
52d6fae91fe613402b5eb064db422d2a	196	117	151	122	156	104	106	0	0	0	0	0	0	0	0	31	124	69	44	254	117	56	100	223	229	320	133	508	60	140	67	0	0	0	0	0	0	0	0	229	210	209	87	233	321	163	117	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter
53210ee51a26febb81efc458f55b8d17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	12	0	37	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	44	28	0	70	83	41	87	Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Dyadobacter
53b27f8273eb86949fae886709ed3756	454	142	175	157	157	28	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	99	136	47	152	39	175	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter
53ec554fd06a19927c5895921dc97b26	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	515	309	206	1091	363	429	1180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3138	3831	5866	1648	9811	10411	4606	11700	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;Taibaiella
547fde65dab2782e3cd9228d659445c8	18	0	0	7	104	0	0	0	0	0	0	52	127	0	0	0	0	0	0	12	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces
54b63d5a2ec32344597c52f4ca0d5433	0	0	0	0	19	71	0	0	218	0	0	0	0	130	0	13	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	9	Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Cohnella
555809c2af57fd1aa91765772fb69679	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus
5559d8da934f54b3084305520667d887	15	0	0	0	0	0	0	49	0	29	0	38	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	18	0	0	20	0	21	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus
55c2ad11a7b53de1f589dc012e55ac24	758	605	1116	1193	564	1002	1281	0	0	0	0	56	0	136	0	0	0	0	0	0	0	0	0	497	1622	1251	718	1469	485	1451	754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Delftia
565b4f421328126f98e9f2aff31630f1	0	0	0	0	0	0	0	0	0	0	0	0	8651	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Pantoea
568a1ae239414ad6e0ef6be16f4f9614	0	0	0	0	0	0	0	29	67	0	0	36	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	20	0	0	42	0	42	0	0	0	0	0	0	23	0	Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Cohnella
57222bf6ffe690fd5cba18b08794084b	0	0	0	0	0	20	0	0	30	0	0	50	26	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	224	53	79	0	95	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus
572ab80c054f496eaf9943ac62a98a0f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	33	20	9	59	22	10	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	105	113	18	209	167	97	252	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;Taibaiella
577981f42ddea197ba23252f1e8d2951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	104	63	45	134	121	47	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	141	237	36	262	287	214	310	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter
577d3896a0a64d80c7d021460be5ec7b	754	21	98	59	164	13	174	0	1045	5013	9	1932	1319	64	3484	92	26	24	0	47	40	62	55	39	25	54	15	32	20	38	46	35	0	487	0	0	37	0	0	27	31	59	0	37	46	75	944	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Herminiimonas;uncultured_bacterium
57dc8c4f84fda872171a71a38d861495	4	0	0	0	0	0	18	166	9	0	0	0	0	0	396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus
59489999488ca110aea278fc4551af12	0	0	0	5	0	0	0	118	103	193	97	112	85	485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	174	0	0	0	0	0	23	0	0	0	0	Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Cohnella
5a1e308fbdab067f362d9adc74eebc12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	47	55	0	80	50	167	84	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Rhizobium;Ambiguous_taxa
