#_Constructed_from_biom_file																																																
#OTU_ID	CC-1_000000000-C9YP3	CC-2_000000000-C9YP3	CC-3_000000000-C9YP3	CC-5_000000000-C9YP3	CC-6_000000000-C9YP3	CC-7_000000000-C9YP3	CC-8_000000000-C9YP3	CM-1_000000000-C9YP3	CM-2_000000000-C9YP3	CM-3_000000000-C9YP3	CM-4_000000000-C9YP3	CM-5_000000000-C9YP3	CM-6_000000000-C9YP3	CM-7_000000000-C9YP3	CM-8_000000000-C9YP3	CN-1_000000000-C9YP3	CN-2_000000000-C9YP3	CN-3_000000000-C9YP3	CN-4_000000000-C9YP3	CN-5_000000000-C9YP3	CN-6_000000000-C9YP3	CN-7_000000000-C9YP3	CN-8_000000000-C9YP3	LC-1_000000000-C9YP3	LC-2_000000000-C9YP3	LC-3_000000000-C9YP3	LC-4_000000000-C9YP3	LC-5_000000000-C9YP3	LC-6_000000000-C9YP3	LC-7_000000000-C9YP3	LC-8_000000000-C9YP3	LM-1_000000000-C9YP3	LM-2_000000000-C9YP3	LM-3_000000000-C9YP3	LM-4_000000000-C9YP3	LM-5_000000000-C9YP3	LM-6_000000000-C9YP3	LM-7_000000000-C9YP3	LM-8_000000000-C9YP3	LN-1_000000000-C9YP3	LN-2_000000000-C9YP3	LN-3_000000000-C9YP3	LN-4_000000000-C9YP3	LN-5_000000000-C9YP3	LN-6_000000000-C9YP3	LN-7_000000000-C9YP3	LN-8_000000000-C9YP3	taxonomy
0f7b2bc3331c54f05eca3c75374b233b	0	0	0	9	25	49	10	0	66	27	9	45	0	24	55	0	0	0	0	0	0	6	5	0	0	0	0	0	0	0	0	0	37	28	9	31	0	0	33	0	9	21	0	0	0	29	0	Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus
0fb2019dc08c78012dfe38a378ed67cd	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294	44	0	0	83	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus
1015386d123f77311c8143526806af2c	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	216	29	0	104	0	107	5963	0	0	0	0	0	0	0	0	2712	0	0	45	0	0	2275	0	0	0	0	0	341	28	0	56	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Ambiguous_taxa
102669d68fdb67e0b80e9a8a5b7db572	35	0	0	0	0	0	0	62	0	0	0	462	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Cohnella
11824a2df073abfe68c4248f546d7126	0	0	0	0	0	0	0	0	101	0	0	0	0	163	54	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Cohnella
12a06324955f5551b0b16985e3bbbe15	6556	2360	3650	4441	3984	4560	5689	0	0	0	0	64	17	19	0	0	0	0	0	0	0	0	0	4213	4377	2061	1603	2571	1266	4415	1786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Rhizobium
134582b89920ccd988a6ed2a82bceba3	0	0	0	0	217	42	37	0	150	0	0	41	36	66	77	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	15	0	58	0	0	0	0	0	0	0	0	0	0	12	0	14	Bacteria;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;Tumebacillus
13a35ddba8d188466e8fff712e2ae4e9	22	19	0	20	0	106	0	181	620	134	33	262	105	135	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	97	138	167	107	92	14	0	0	38	0	0	0	36	0	0	Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Cohnella
13b4b3e6d084c20b49d7dc2486452397	0	0	0	0	0	124	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter;uncultured_bacterium
142c8223df2870212421fff0bb268dbf	0	0	165	0	0	0	0	0	1252	1408	0	0	15	0	3619	0	0	0	0	152	0	0	0	0	117	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	634	68	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia
1434fa625c6064db03204e977e250186	0	0	0	0	0	0	0	0	0	25	14	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Cohnella
144fe454ecf66566291f1400aae2ff1f	0	0	0	0	0	0	0	0	0	0	0	773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia
155f866d39ed3af98c92d3c5e306f09f	0	0	0	0	0	0	0	218	0	144	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus
163f305ea3af52482e48c98d3e8c73e6	22	8	3	10	12	44	36	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	5	0	27	33960	135	34	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Betaproteobacteria;Methylophilales;Methylophilaceae;Methylobacillus
167f0afdbc524ecb390ee40abad0eaa9	16	0	0	0	0	59	32	288	119	431	242	349	568	1485	23	0	19	0	0	0	0	0	38	0	0	28	0	0	24	18	0	195	124	0	0	0	542	0	47	0	0	0	0	0	20	0	45	Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Cohnella
17da4d82ee285e7347efeb1ce333a018	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	107	0	12	0	0	0	0	0	0	0	28	0	0	Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Brevibacillus;Ambiguous_taxa
18a9493174a87b8ddfa73655faa37a88	452	87	196	331	193	392	1027	0	0	0	0	8	0	0	0	62	40	59	27	241	74	358	164	101	294	149	118	155	106	422	171	0	0	0	0	0	0	0	0	27	41	134	62	99	383	90	170	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas
1919e10bb7fe8700ae16e09e536adc7c	661	222	304	262	482	184	504	0	0	0	0	0	0	0	0	50	30	25	13	103	50	54	63	107	109	59	22	58	23	193	46	0	0	0	0	0	0	0	0	33	36	39	14	79	49	79	195	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Nevskiaceae;Hydrocarboniphaga
19596d9f96a5eebb1123a9934d830d8a	0	0	0	0	0	0	0	0	12	25	0	181	34	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus
1980374386baf9ecc8a13145587b97aa	0	0	0	0	106	228	0	0	53	19	0	12	0	16	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	10	18	0	0	42	0	11	0	5	9	0	0	0	54	0	Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus
19d9cae0810ee9a83c159aeb651c0ae2	0	0	0	0	0	0	73	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Ambiguous_taxa
1bc4876a140dff456fbd088728e38e6c	0	0	0	0	0	0	0	0	0	0	0	6	0	354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae_(Subgroup_1);Terriglobus
1bc8c1807a800c2c8220ca1a13e4fdb9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6658	0	0	229	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
1d0d7198ab2f27dbb973367fc5e42360	48	0	0	0	0	0	0	0	879	97	0	0	35	30	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	104	0	22	0	0	0	0	0	0	0	17	Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Cohnella
1ee384181378b5d407555b891931b4a6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	408	330	117	586	566	190	624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	324	402	453	122	550	889	399	734	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Variovorax
1fa98c296990d75e4b15e1f197913981	0	0	0	0	0	0	0	0	159	0	0	0	0	16	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Cohnella;uncultured_bacterium
20e6db5d9fa5e5149b63d7bbedd44e59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Paucimonas;uncultured_bacterium
212cb777755ef210fcebf92e49ae7bad	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus
219315e3e0b4a67f39dac78c0a57c2bb	0	0	0	0	45	0	0	0	253	74	0	360	63	290	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	140	103	55	0	106	0	105	0	0	0	0	0	0	0	55	Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Brevibacillus
235c42b49271bd7268fcad55de33b53e	1120	402	428	555	460	244	779	0	0	0	0	0	0	0	0	1437	1737	1071	680	4904	1244	1093	2823	187	289	246	86	287	124	402	174	0	0	0	0	0	0	0	0	1123	1534	2701	855	3980	2947	4081	8260	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter
2508916d4aff219d8d906ef90ea9bbf2	0	0	0	0	0	0	51	1655	1862	434	215	105	720	257	1104	23	0	0	0	37	0	0	0	22	19	32	16	53	19	0	0	632	1921	693	0	0	1421	0	0	0	0	0	0	0	35	0	43	Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus
251b25f5efa3c961c3bfa4f13fd8355e	0	0	0	0	0	0	0	0	136	57	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus
253a7230f2465f29a4f710bbbf490c22	16	0	0	0	37	66	946	15	83	0	0	0	0	132	76	37	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	30	0	14	27	0	16	0	0	0	0	5	9	294	0	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus
254b8268fdbd2d760eb6defec39986a9	102	102	140	0	77	111	94	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	34	189	164	77	277	36	79	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Ambiguous_taxa
2569b4c4cad75aecc852532bc6bd3c10	6045	2286	4395	4489	3851	3412	6641	0	0	0	0	33	15	91	0	0	52	80	0	56	28	0	38	5994	6771	3448	2361	4143	2000	8506	5247	0	0	0	0	0	0	34	0	0	0	0	0	24	22	35	29	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Rhizobium
26cffd00b29ad749ca8e11d665608ff5	0	0	0	0	0	0	0	139	308	292	0	112	0	11	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	26	14	111	0	37	117	327	0	32	0	3	0	0	0	0	0	0	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Aquabacterium
271265ff746acdb6092fa0612cdcf98d	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia
27a1ef000786936f203ef9e06057896b	568	224	258	227	276	77	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	192	189	56	206	62	230	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter
28dd2b5b658b27e82ae3ac93ab28920e	0	0	0	0	99	0	0	41	0	96	0	19	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium
28e52bf1f426d3dd67003a221a0e25d6	155	0	0	18	117	0	0	0	0	0	44	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	86	28	0	0	69	0	0	0	0	0	84	294	0	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia
29b65658a6bdb840ec8d056be8953f61	2486	954	1273	1346	1385	513	1444	0	0	0	0	10	7	0	0	1028	1538	1055	511	3661	1032	690	2301	646	564	348	169	444	209	1146	403	0	0	0	0	0	0	0	0	1703	1274	1879	490	3641	2428	3336	5304	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Devosia
2a292c70bdb6937ff4381b34b4e2256c	0	0	6	0	0	25	0	0	188	0	0	0	19	69	53	0	0	0	0	0	0	0	6	0	13	0	0	0	0	0	0	0	0	12	13	0	0	0	0	0	6	10	0	0	0	9	0	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;uncultured
2a8cd7972fa0daa5ee75790349246d41	27	0	0	47	0	0	0	0	0	0	0	0	227	0	712	28	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	617	0	0	0	0	0	62	0	0	0	0	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae
2c0febce505683e79f9af78edb9658cb	9	0	0	0	0	0	19	58	195	29	0	49	45	30	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	84	20	16	0	32	0	59	0	0	0	0	0	10	0	37	Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus
2c1ee711b18969eb7e426dcf96038b52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Asticcacaulis
